case_id,source_file,processed_ts,dr_no,date_of_occurrence,aircraft,trade,system,main_assembly,nomenclature,mod_status,part_no,serial_no,date_of_installation,date_of_removal,manufacturer,manufacture_date,warranty,amc_repair_contract,life_hours,life_cycles,defect_category,defect_observed,root_cause,findings,corrective_action,preventive_action,remarks_investigation,remarks_design,remarks_quality,remarks_user,remarks_ordaqa,remarks_cemilac,date_component_received,approval_design_name,approval_design_date,approval_quality_name,approval_quality_date,approval_user_name,approval_user_date,approval_ordaqa_name,approval_ordaqa_date,approval_cemilac_name,approval_cemilac_date,root_cause_clean,root_cause_cluster,defect_len,risk_label,risk_score,risk_level
DR_2020_0030,FORM44_Synthetic_030.pdf,2025-12-12T16:54:37.653376,DR/2020/0030,03/01/2024,Falcon Prime - AC-9760-489 at Training Center Alpha,Hydraulic,Utility Hydraulics,Rack-Beta,Utility Hydraulics Assembly Unit,MOD-D,HY-9555-X1,SN-1465-610,28/05/2021,05/01/2024,Nexus Avionics Manufacturing,May 2020,Yes,No,2743,1210,Observation,Hydraulic fluid contamination detected. Issue identified during pre-flight checks.,Improper calibration during last maintenance cycle,Detailed investigation conducted on the defective Utility Hydraulics component. Functional testing confirmed the reported anomaly.,Replace defective component with serviceable unit from approved stock,Establish periodic calibration schedule,Detailed examination conducted. Corrective measures implemented.,Design review completed. No design modification required. Component replacement as per maintenance manual is adequate. Date: 05/02/2024 Authorized Signatory of Design: Dr. S.M. Kulkarni,Dept. Component inspection records verified. All quality parameters were within acceptable limits during manufacturing. Date: 08/02/2024 Signature: Wg Cdr B.P. Gupta,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 07/02/2024 Signature: Sqn Ldr A.R. Desai,(Quality Aspects) Quality assurance framework assessed. Investigation process followed established protocols. Findings are valid. Date: 08/02/2024 Signature: Wg Cdr M.S. Reddy,/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 10/02/2024 Signature: Air Cmde R.K. Joshi,08/01/2024,Dr. S.M. Kulkarni,2024-02-05,Wg Cdr B.P. Gupta,2024-02-08,Sqn Ldr A.R. Desai,2024-02-07,Wg Cdr M.S. Reddy,2024-02-08,Air Cmde R.K. Joshi,2024-02-10,Improper calibration during last maintenance cycle,1,82,0,0.24080388001958744,Low
DR_2020_0031,FORM44_Synthetic_031.pdf,2025-12-12T16:54:37.753441,DR/2020/0031,07/12/2023,Hornet Strike - AC-7387-723 at Sector North Station,Structural,Canopy System,Station-2 Port,Canopy System Assembly Unit,Modified,ST-2688-A5,SN-6062-226,02/07/2022,10/12/2023,Elite Aerospace Solutions,January 2020,No,No,2296,156,Observation,Structural fatigue crack at stress point. Malfunction reported by flight crew.,Electromagnetic interference affecting sensor accuracy,Detailed investigation conducted on the defective Canopy System component. Testing confirmed performance below acceptable limits.,Adjust calibration settings to manufacturer specifications,Modify design to incorporate additional safety margin,Detailed examination conducted. Corrective measures implemented.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 01/01/2024 Authorized Signatory of Design: Wg Cdr M.S. Reddy,Dept. Quality assurance review completed. Recommend enhanced incoming inspection criteria for this component type. Date: 03/01/2024 Signature: Eng. R.P. Singh,(Project):(if applicable) Operational history analyzed. No abnormal usage patterns identified. Agree with proposed corrective actions. Date: 03/01/2024 Signature: Wg Cdr D.S. Nair,"(Quality Aspects) From quality standpoint, root cause analysis is thorough. Corrective measures are appropriate. Concur. Date: 04/01/2024 Signature: Gp Capt N.R. Kumar",/ RCMA (Design Aspects) Airworthiness implications assessed. Recommend issuance of technical directive for fleet-wide compliance. Date: 06/01/2024 Signature: Wg Cdr B.P. Gupta,11/12/2023,Wg Cdr M.S. Reddy,2024-01-01,Eng. R.P. Singh,2024-01-03,Wg Cdr D.S. Nair,2024-01-03,Gp Capt N.R. Kumar,2024-01-04,Wg Cdr B.P. Gupta,2024-01-06,Electromagnetic interference affecting sensor accuracy,0,78,0,0.4254077763302539,Medium
DR_2020_0045,FORM44_Synthetic_045.pdf,2025-12-12T16:54:39.340730,DR/2020/0045,31/10/2024,Harrier Stealth - AC-8755-814 at Zone-2 Facility,Armament,Countermeasure Dispenser,Station-2 Starboard,Countermeasure Dispenser,MOD-B,AR-6628-W4,SN-9732-511,21/11/2021,05/11/2024,Sigma Aerospace Industries,August 2017,No,No,1273,639,Major,Laser designator power fluctuation. Defect found during scheduled maintenance.,Design limitation in component load capacity under extreme conditions,Detailed investigation conducted on the defective Countermeasure Dispenser component. Analysis of operational data indicated parameter deviation.,Adjust calibration settings to manufacturer specifications,Modify design to incorporate additional safety margin,Investigation completed as per established procedures. All findings documented.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 28/11/2024 Authorized Signatory of Design: Wg Cdr D.S. Nair,Dept. Component inspection records verified. All quality parameters were within acceptable limits during manufacturing. Date: 30/11/2024 Signature: Wg Cdr M.S. Reddy,(Project):(if applicable) User feedback incorporated. Recommend enhanced crew training on system operation and limitations. Date: 01/12/2024 Signature: Air Cmde R.K. Joshi,(Quality Aspects) Quality assurance framework assessed. Investigation process followed established protocols. Findings are valid. Date: 04/12/2024 Signature: Wg Cdr D.S. Nair,/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 04/12/2024 Signature: Eng. K.N. Iyer,08/11/2024,Wg Cdr D.S. Nair,2024-11-28,Wg Cdr M.S. Reddy,2024-11-30,Air Cmde R.K. Joshi,2024-12-01,Wg Cdr D.S. Nair,2024-12-04,Eng. K.N. Iyer,2024-12-04,Design limitation in component load capacity under extreme conditions,5,78,0,0.30424769847197186,Low
DR_2020_0054,FORM44_Synthetic_054.pdf,2025-12-12T16:54:40.330546,DR/2020/0054,02/08/2023,Venom Attack - AC-9729-795 at Zone-1 Facility,Mechanical,Flight Control,Pylon-D,Flight Control Assembly Unit,MOD-C,MC-4672-W7,SN-8388-760,27/01/2021,03/08/2023,Nexus Avionics Manufacturing,November 2015,No,Yes,888,1128,Critical,Door latch mechanism failure to engage. Issue identified during pre-flight checks.,Thermal cycling induced solder joint failure in electronic assembly,Detailed investigation conducted on the defective Flight Control component. Physical examination revealed signs of wear and degradation.,Conduct non-destructive testing to verify structural integrity,Conduct fleet-wide inspection campaign,Comprehensive analysis performed. Root cause identified and verified.,Design review completed. No design modification required. Component replacement as per maintenance manual is adequate. Date: 25/08/2023 Authorized Signatory of Design: Sqn Ldr V.K. Patel,Dept. Quality control procedures verified. Recommend periodic surveillance of manufacturing facility. Date: 26/08/2023 Signature: Dr. S.M. Kulkarni,(Project):(if applicable) User feedback incorporated. Recommend enhanced crew training on system operation and limitations. Date: 27/08/2023 Signature: Eng. T.R. Menon,(Quality Aspects) Regulatory quality requirements verified. Proposed actions meet airworthiness standards. Recommend approval. Date: 29/08/2023 Signature: Wg Cdr M.S. Reddy,/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 01/09/2023 Signature: Sqn Ldr H.S. Bhatia,04/08/2023,Sqn Ldr V.K. Patel,2023-08-25,Dr. S.M. Kulkarni,2023-08-26,Eng. T.R. Menon,2023-08-27,Wg Cdr M.S. Reddy,2023-08-29,Sqn Ldr H.S. Bhatia,2023-09-01,Thermal cycling induced solder joint failure in electronic assembly,4,82,1,0.34656287498658933,Low
DR_2020_0076,FORM44_Synthetic_076.pdf,2025-12-12T16:54:42.914155,DR/2020/0076,02/03/2024,Harrier Stealth - AC-6363-455 at Zone-3 Facility,Mechanical,Flight Control,Station-3 Port,Flight Control Assembly Unit,MOD-C,MC-9190-N2,SN-8617-364,18/09/2022,08/03/2024,Beta Flight Solutions,March 2020,No,Yes,3088,1488,Minor,Flight control cable fraying detected. Anomaly detected during routine inspection.,Inadequate maintenance procedure resulting in improper installation,Detailed investigation conducted on the defective Flight Control component. Functional testing confirmed the reported anomaly.,Replace defective component with serviceable unit from approved stock,Enhance operator training on proper usage procedures,Investigation completed as per established procedures. All findings documented.,Detailed analysis indicates design margins are adequate. Failure attributed to operational factors. Concur with findings. Date: 20/03/2024 Authorized Signatory of Design: Gp Capt N.R. Kumar,Dept. Component inspection records verified. All quality parameters were within acceptable limits during manufacturing. Date: 23/03/2024 Signature: Dr. P.L. Mehta,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 21/03/2024 Signature: Dr. P.L. Mehta,"(Quality Aspects) From quality standpoint, root cause analysis is thorough. Corrective measures are appropriate. Concur. Date: 25/03/2024 Signature: Dr. A.K. Sharma",/ RCMA (Design Aspects) Airworthiness implications assessed. Recommend issuance of technical directive for fleet-wide compliance. Date: 28/03/2024 Signature: Eng. K.N. Iyer,09/03/2024,Gp Capt N.R. Kumar,2024-03-20,Dr. P.L. Mehta,2024-03-23,Dr. P.L. Mehta,2024-03-21,Dr. A.K. Sharma,2024-03-25,Eng. K.N. Iyer,2024-03-28,Inadequate maintenance procedure resulting in improper installation,1,82,0,0.4066089086252647,Medium
DR_2020_0079,FORM44_Synthetic_079.pdf,2025-12-12T16:54:43.265395,DR/2020/0079,03/10/2023,Heron Surveillance - AC-3836-888 at Regional Depot-B,Propulsion,Compressor Section,Bay-1,Compressor Section Assembly Unit,MOD-D,PR-6382-Z6,SN-9890-267,18/06/2022,10/10/2023,Beta Flight Solutions,December 2018,No,Yes,3410,1938,Major,Compressor stall during acceleration. Issue identified during pre-flight checks.,Corrosion due to moisture accumulation in sealed compartment,Detailed investigation conducted on the defective Compressor Section component. Inspection revealed damage to critical components.,Conduct detailed inspection of all similar components in fleet,Update technical documentation with lessons learned,Complete defect analysis performed. Lessons learned documented.,Design assessment confirms component operated within specified limits. Recommend enhanced inspection protocol. Date: 19/10/2023 Authorized Signatory of Design: Eng. R.P. Singh,Dept. Quality control procedures verified. Recommend periodic surveillance of manufacturing facility. Date: 20/10/2023 Signature: Eng. T.R. Menon,(Project):(if applicable) Operational usage reviewed. Component operated within prescribed limits. Concur with investigation outcome. Date: 22/10/2023 Signature: Air Cmde R.K. Joshi,(Quality Aspects) Quality oversight review completed. Recommend monitoring effectiveness of implemented preventive actions. Date: 25/10/2023 Signature: Gp Capt V.S. Pillai,/ RCMA (Design Aspects) Airworthiness implications assessed. Recommend issuance of technical directive for fleet-wide compliance. Date: 25/10/2023 Signature: Gp Capt V.S. Pillai,11/10/2023,Eng. R.P. Singh,2023-10-19,Eng. T.R. Menon,2023-10-20,Air Cmde R.K. Joshi,2023-10-22,Gp Capt V.S. Pillai,2023-10-25,Gp Capt V.S. Pillai,2023-10-25,Corrosion due to moisture accumulation in sealed compartment,0,80,0,0.4522401027542934,Medium
DR_2020_0088,FORM44_Synthetic_088.pdf,2025-12-12T16:54:44.238710,DR/2020/0088,11/06/2023,Goliath Lift - AC-6368-619 at Forward Operating Base-1,Structural,Fuselage Assembly,Pylon-D,Fuselage Assembly Assembly Unit,MOD-B,ST-7771-K8,SN-1602-197,29/06/2022,16/06/2023,Alpha Aviation Corp,August 2020,No,No,1459,1413,Major,Fastener hole elongation. Defect found during scheduled maintenance.,Thermal cycling induced solder joint failure in electronic assembly,Detailed investigation conducted on the defective Fuselage Assembly component. Physical examination revealed signs of wear and degradation.,Replace defective component with serviceable unit from approved stock,Reduce inspection interval for affected component type,Comprehensive analysis performed. Root cause identified and verified.,Design assessment confirms component operated within specified limits. Recommend enhanced inspection protocol. Date: 15/07/2023 Authorized Signatory of Design: Air Cmde R.K. Joshi,Dept. Quality aspects reviewed. Manufacturing process controls are adequate. Recommend supplier quality audit. Date: 16/07/2023 Signature: Sqn Ldr H.S. Bhatia,(Project):(if applicable) Operational history analyzed. No abnormal usage patterns identified. Agree with proposed corrective actions. Date: 16/07/2023 Signature: Eng. K.N. Iyer,"(Quality Aspects) From quality standpoint, root cause analysis is thorough. Corrective measures are appropriate. Concur. Date: 18/07/2023 Signature: Gp Capt N.R. Kumar",/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 25/07/2023 Signature: Air Cmde R.K. Joshi,17/06/2023,Air Cmde R.K. Joshi,2023-07-15,Sqn Ldr H.S. Bhatia,2023-07-16,Eng. K.N. Iyer,2023-07-16,Gp Capt N.R. Kumar,2023-07-18,Air Cmde R.K. Joshi,2023-07-25,Thermal cycling induced solder joint failure in electronic assembly,4,68,0,0.289004815045796,Low
DR_2020_0092,FORM44_Synthetic_092.pdf,2025-12-12T16:54:44.654517,DR/2020/0092,08/02/2023,Eagle Vision-9 - AC-9991-397 at Regional Depot-A,Avionics,Electronic Warfare,Station-1 Starboard,Electronic Warfare Assembly Unit,MOD-C,AV-9089-Z4,SN-9329-120,07/02/2023,14/02/2023,Guardian Defense Industries,January 2015,Yes,No,3019,975,Safety Critical,Flight management system database corruption. Issue identified during pre-flight checks.,Electromagnetic interference affecting sensor accuracy,Detailed investigation conducted on the defective Electronic Warfare component. Physical examination revealed signs of wear and degradation.,Conduct detailed inspection of all similar components in fleet,Reduce inspection interval for affected component type,Thorough investigation completed. Preventive actions recommended.,Design assessment confirms component operated within specified limits. Recommend enhanced inspection protocol. Date: 13/03/2023 Authorized Signatory of Design: Gp Capt V.S. Pillai,Dept. Component inspection records verified. All quality parameters were within acceptable limits during manufacturing. Date: 15/03/2023 Signature: Gp Capt N.R. Kumar,(Project):(if applicable) User perspective considered. Recommend update to operating procedures based on lessons learned. Date: 14/03/2023 Signature: Air Cmde R.K. Joshi,(Quality Aspects) Regulatory quality requirements verified. Proposed actions meet airworthiness standards. Recommend approval. Date: 16/03/2023 Signature: Dr. S.M. Kulkarni,"/ RCMA (Design Aspects) From regulatory standpoint, investigation meets required standards. Approve proposed corrective actions. Date: 19/03/2023 Signature: Eng. R.P. Singh",17/02/2023,Gp Capt V.S. Pillai,2023-03-13,Gp Capt N.R. Kumar,2023-03-15,Air Cmde R.K. Joshi,2023-03-14,Dr. S.M. Kulkarni,2023-03-16,Eng. R.P. Singh,2023-03-19,Electromagnetic interference affecting sensor accuracy,0,88,0,0.4838729367276036,Medium
DR_2020_0096,FORM44_Synthetic_096.pdf,2025-12-12T16:54:45.141086,DR/2020/0096,12/10/2023,Shadow Hunter - AC-8310-678 at Maintenance Hub-X,Hydraulic,Steering Control,Tail Section,Steering Control Assembly Unit,MOD-B,HY-4762-W8,SN-4593-469,28/10/2023,18/10/2023,Stellar Avionics Ltd,November 2018,No,Yes,487,245,Safety Critical,Reservoir fluid level sensor failure. Defect found during scheduled maintenance.,Manufacturing defect in material composition leading to premature failure,Detailed investigation conducted on the defective Steering Control component. Analysis of operational data indicated parameter deviation.,Adjust calibration settings to manufacturer specifications,Conduct fleet-wide inspection campaign,Detailed examination conducted. Corrective measures implemented.,Detailed analysis indicates design margins are adequate. Failure attributed to operational factors. Concur with findings. Date: 28/10/2023 Authorized Signatory of Design: Eng. R.P. Singh,Dept. Quality assurance review completed. Recommend enhanced incoming inspection criteria for this component type. Date: 29/10/2023 Signature: Wg Cdr D.S. Nair,(Project):(if applicable) Operational usage reviewed. Component operated within prescribed limits. Concur with investigation outcome. Date: 31/10/2023 Signature: Sqn Ldr H.S. Bhatia,(Quality Aspects) Quality oversight review completed. Recommend monitoring effectiveness of implemented preventive actions. Date: 03/11/2023 Signature: Sqn Ldr V.K. Patel,/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 07/11/2023 Signature: Eng. R.P. Singh,19/10/2023,Eng. R.P. Singh,2023-10-28,Wg Cdr D.S. Nair,2023-10-29,Sqn Ldr H.S. Bhatia,2023-10-31,Sqn Ldr V.K. Patel,2023-11-03,Eng. R.P. Singh,2023-11-07,Manufacturing defect in material composition leading to premature failure,4,80,0,0.24473404901404133,Low
DR_2020_0108,FORM44_Synthetic_108.pdf,2025-12-12T16:54:46.476922,DR/2020/0108,10/10/2023,Scorpion Assault - AC-7192-919 at Zone-4 Facility,Electrical,Generator Control,Pylon-C,Generator Control Assembly Unit,MOD-A,EL-4023-E8,SN-8727-736,10/07/2021,17/10/2023,Horizon Aviation Systems,March 2015,Yes,No,1531,1685,Mission Critical,Wiring harness insulation breakdown. Issue identified during pre-flight checks.,Contamination ingress through damaged seal assembly,Detailed investigation conducted on the defective Generator Control component. Analysis of operational data indicated parameter deviation.,Repair damaged area using approved repair scheme,Introduce protective coating to prevent environmental degradation,Comprehensive analysis performed. Root cause identified and verified.,Design review completed. No design modification required. Component replacement as per maintenance manual is adequate. Date: 28/10/2023 Authorized Signatory of Design: Wg Cdr B.P. Gupta,Dept. Quality control procedures verified. Recommend periodic surveillance of manufacturing facility. Date: 30/10/2023 Signature: Sqn Ldr A.R. Desai,(Project):(if applicable) Operational usage reviewed. Component operated within prescribed limits. Concur with investigation outcome. Date: 31/10/2023 Signature: Eng. T.R. Menon,"(Quality Aspects) From quality standpoint, root cause analysis is thorough. Corrective measures are appropriate. Concur. Date: 03/11/2023 Signature: Dr. P.L. Mehta",/ RCMA (Design Aspects) Airworthiness implications assessed. Recommend issuance of technical directive for fleet-wide compliance. Date: 04/11/2023 Signature: Dr. P.L. Mehta,20/10/2023,Wg Cdr B.P. Gupta,2023-10-28,Sqn Ldr A.R. Desai,2023-10-30,Eng. T.R. Menon,2023-10-31,Dr. P.L. Mehta,2023-11-03,Dr. P.L. Mehta,2023-11-04,Contamination ingress through damaged seal assembly,0,79,1,0.500366662566757,Medium
DR_2020_0109,FORM44_Synthetic_109.pdf,2025-12-12T16:54:46.564843,DR/2020/0109,15/11/2023,Banshee Fast - AC-4138-774 at Zone-1 Facility,Pneumatic,Bleed Air System,Wing Root Port,Bleed Air System Assembly Unit,MOD-C,PN-1873-R8,SN-2935-372,03/07/2022,19/11/2023,Horizon Aviation Systems,June 2018,No,Yes,2880,999,Minor,Pressure regulator drift. Malfunction reported by flight crew.,Age-related degradation of elastomeric components,Detailed investigation conducted on the defective Bleed Air System component. Analysis of operational data indicated parameter deviation.,Implement enhanced testing protocol before component installation,Implement quality control check at manufacturing stage,Comprehensive analysis performed. Root cause identified and verified.,Design review completed. No design modification required. Component replacement as per maintenance manual is adequate. Date: 19/12/2023 Authorized Signatory of Design: Gp Capt V.S. Pillai,Dept. Quality assurance review completed. Recommend enhanced incoming inspection criteria for this component type. Date: 20/12/2023 Signature: Dr. A.K. Sharma,(Project):(if applicable) Fleet experience reviewed. Similar occurrences noted on other platforms. Support fleet-wide inspection. Date: 22/12/2023 Signature: Eng. K.N. Iyer,"(Quality Aspects) From quality standpoint, root cause analysis is thorough. Corrective measures are appropriate. Concur. Date: 23/12/2023 Signature: Wg Cdr D.S. Nair",/ RCMA (Design Aspects) Design authority review completed. Recommend continued airworthiness monitoring of affected component type. Date: 27/12/2023 Signature: Sqn Ldr V.K. Patel,20/11/2023,Gp Capt V.S. Pillai,2023-12-19,Dr. A.K. Sharma,2023-12-20,Eng. K.N. Iyer,2023-12-22,Wg Cdr D.S. Nair,2023-12-23,Sqn Ldr V.K. Patel,2023-12-27,Age-related degradation of elastomeric components,2,62,0,0.27377284199474833,Low
DR_2020_0121,FORM44_Synthetic_121.pdf,2025-12-12T16:54:47.891184,DR/2020/0121,17/10/2023,Skyhawk Fighter - AC-3619-680 at Training Center Beta,Pneumatic,Pneumatic Starter,Station-4 Port,Pneumatic Starter Assembly Unit,MOD-A,PN-8972-E3,SN-4641-154,12/02/2020,23/10/2023,Apex Defense Manufacturing,February 2019,No,Yes,3248,244,Minor,Pneumatic starter motor overheat. Abnormality observed during system test.,Age-related degradation of elastomeric components,Detailed investigation conducted on the defective Pneumatic Starter component. Testing confirmed performance below acceptable limits.,Conduct non-destructive testing to verify structural integrity,Reduce inspection interval for affected component type,Thorough investigation completed. Preventive actions recommended.,Detailed analysis indicates design margins are adequate. Failure attributed to operational factors. Concur with findings. Date: 21/11/2023 Authorized Signatory of Design: Sqn Ldr V.K. Patel,Dept. Quality aspects reviewed. Manufacturing process controls are adequate. Recommend supplier quality audit. Date: 23/11/2023 Signature: Sqn Ldr A.R. Desai,(Project):(if applicable) Fleet experience reviewed. Similar occurrences noted on other platforms. Support fleet-wide inspection. Date: 25/11/2023 Signature: Gp Capt V.S. Pillai,(Quality Aspects) Quality assurance framework assessed. Investigation process followed established protocols. Findings are valid. Date: 24/11/2023 Signature: Air Cmde R.K. Joshi,/ RCMA (Design Aspects) Airworthiness implications assessed. Recommend issuance of technical directive for fleet-wide compliance. Date: 29/11/2023 Signature: Gp Capt N.R. Kumar,26/10/2023,Sqn Ldr V.K. Patel,2023-11-21,Sqn Ldr A.R. Desai,2023-11-23,Gp Capt V.S. Pillai,2023-11-25,Air Cmde R.K. Joshi,2023-11-24,Gp Capt N.R. Kumar,2023-11-29,Age-related degradation of elastomeric components,2,74,0,0.34176322602349396,Low
DR_2020_0130,FORM44_Synthetic_130.pdf,2025-12-12T16:54:48.887779,DR/2020/0130,03/03/2024,Venom Attack - AC-6624-361 at Sector West Station,Armament,Fire Control,Tail Section,Fire Control Assembly Unit,Modified,AR-4366-A6,SN-2849-959,04/04/2023,09/03/2024,Omega Flight Technologies,April 2016,Yes,No,2880,398,Major,Targeting pod stabilization failure. Abnormality observed during system test.,Wear beyond serviceable limits due to extended operational hours,Detailed investigation conducted on the defective Fire Control component. Testing confirmed performance below acceptable limits.,Implement enhanced testing protocol before component installation,Enhance operator training on proper usage procedures,Comprehensive analysis performed. Root cause identified and verified.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 08/04/2024 Authorized Signatory of Design: Wg Cdr D.S. Nair,Dept. Quality control procedures verified. Recommend periodic surveillance of manufacturing facility. Date: 11/04/2024 Signature: Dr. A.K. Sharma,(Project):(if applicable) Operational usage reviewed. Component operated within prescribed limits. Concur with investigation outcome. Date: 10/04/2024 Signature: Air Cmde R.K. Joshi,(Quality Aspects) Quality aspects from regulatory perspective reviewed. Investigation methodology is comprehensive and acceptable. Date: 11/04/2024 Signature: Gp Capt V.S. Pillai,/ RCMA (Design Aspects) Design aspects reviewed from certification authority perspective. Investigation is thorough and conclusions are sound. Date: 17/04/2024 Signature: Eng. K.N. Iyer,11/03/2024,Wg Cdr D.S. Nair,2024-04-08,Dr. A.K. Sharma,2024-04-11,Air Cmde R.K. Joshi,2024-04-10,Gp Capt V.S. Pillai,2024-04-11,Eng. K.N. Iyer,2024-04-17,Wear beyond serviceable limits due to extended operational hours,5,77,0,0.34818144716501054,Low
DR_2020_0140,FORM44_Synthetic_140.pdf,2025-12-12T16:54:50.014934,DR/2020/0140,16/01/2024,Hawk Defender - AC-7212-763 at Sector South Station,Structural,Access Panels,Wing Root Starboard,Access Panels Assembly Unit,MOD-D,ST-7146-R4,SN-6964-172,15/01/2023,20/01/2024,Advanced Flight Technologies,January 2016,Yes,Yes,3017,606,Observation,Lightning strike damage assessment. Issue identified during pre-flight checks.,Electromagnetic interference affecting sensor accuracy,Detailed investigation conducted on the defective Access Panels component. Analysis of operational data indicated parameter deviation.,Conduct detailed inspection of all similar components in fleet,Implement condition-based monitoring system,Detailed examination conducted. Corrective measures implemented.,Investigation findings reviewed. Root cause analysis is acceptable. Recommend implementation of proposed corrective actions. Date: 13/02/2024 Authorized Signatory of Design: Sqn Ldr V.K. Patel,Dept. Quality assurance review completed. Recommend enhanced incoming inspection criteria for this component type. Date: 15/02/2024 Signature: Dr. P.L. Mehta,(Project):(if applicable) User feedback incorporated. Recommend enhanced crew training on system operation and limitations. Date: 15/02/2024 Signature: Wg Cdr D.S. Nair,(Quality Aspects) Quality assurance framework assessed. Investigation process followed established protocols. Findings are valid. Date: 18/02/2024 Signature: Sqn Ldr V.K. Patel,"/ RCMA (Design Aspects) From regulatory standpoint, investigation meets required standards. Approve proposed corrective actions. Date: 18/02/2024 Signature: Dr. P.L. Mehta",23/01/2024,Sqn Ldr V.K. Patel,2024-02-13,Dr. P.L. Mehta,2024-02-15,Wg Cdr D.S. Nair,2024-02-15,Sqn Ldr V.K. Patel,2024-02-18,Dr. P.L. Mehta,2024-02-18,Electromagnetic interference affecting sensor accuracy,0,78,0,0.4438728747018703,Medium
